Datum,Solskenstid
2014-07-31,1850.273148148148
2014-08-01,1855.8009259259259
2014-08-02,1458.337962962963
2014-08-03,1224.375
2014-08-04,1513.8287037037037
2014-08-05,645.0833333333334
2014-08-06,920.3796296296297
2014-08-07,1264.5185185185185
2014-08-08,1622.8240740740741
2014-08-09,1502.875
2014-08-10,1596.7222222222222
2014-08-11,863.050925925926
2014-08-12,1366.462962962963
2014-08-13,1375.25
2014-08-14,796.6527777777778
2014-08-15,1131.875
2014-08-16,1261.476851851852
2014-08-17,393.0324074074074
2014-08-18,1070.6712962962963
2014-08-19,905.4861111111111
2014-08-20,827.6296296296297
2014-08-21,984.6527777777778
2014-08-22,1071.1342592592594
2014-08-23,745.2685185185185
2014-08-24,1202.6944444444443
2014-08-25,1052.2314814814815
2014-08-26,806.0925925925926
2014-08-27,1734.638888888889
2014-08-28,1589.3148148148148
2014-08-29,1143.523148148148
2014-08-30,658.0787037037037
2014-08-31,1152.5046296296296
2014-09-01,1259.398148148148
2014-09-02,1492.1157407407406
2014-09-03,1758.5277777777778
2014-09-04,1925.2916666666667
2014-09-05,1689.2037037037037
2014-09-06,1508.3472222222222
2014-09-07,1341.3935185185185
2014-09-08,520.9953703703703
2014-09-09,883.0138888888889
2014-09-10,1051.125
2014-09-11,1166.7175925925926
2014-09-12,722.4675925925926
2014-09-13,1096.4722222222222
2014-09-14,1641.3101851851852
2014-09-15,1717.5787037037037
2014-09-16,1390.9166666666667
2014-09-17,1488.662037037037
2014-09-18,1437.2407407407406
2014-09-19,1353.5972222222222
2014-09-20,1228.4490740740741
2014-09-21,203.17592592592592
2014-09-22,695.625
2014-09-23,868.1712962962963
2014-09-24,98.0324074074074
2014-09-25,500.3703703703704
2014-09-26,503.31944444444446
2014-09-27,1497.1342592592594
2014-09-28,877.8101851851852
2014-09-29,1297.4212962962963
2014-09-30,1517.0509259259259
2014-10-01,1002.8888888888889
2014-10-02,337.8287037037037
2014-10-03,536.1805555555555
2014-10-04,258.09722222222223
2014-10-05,639.0787037037037
2014-10-06,357.36574074074076
2014-10-07,24.949074074074073
2014-10-08,665.3055555555555
2014-10-09,132.13425925925927
2014-10-10,591.8287037037037
2014-10-11,957.625
2014-10-12,156.55092592592592
2014-10-13,180.27314814814815
2014-10-14,231.02777777777777
2014-10-15,78.31481481481481
2014-10-16,71.64351851851852
2014-10-17,101.99537037037037
2014-10-18,57.65277777777778
2014-10-19,34.15277777777778
2014-10-20,171.50925925925927
2014-10-21,14.212962962962964
2014-10-22,0.21296296296296297
2014-10-23,113.13425925925925
2014-10-24,0.0
2014-10-25,206.77777777777777
2014-10-26,310.72222222222223
2014-10-27,22.11574074074074
2014-10-28,486.2037037037037
2014-10-29,485.2453703703704
2014-10-30,841.0324074074074
2014-10-31,647.6157407407408
2014-11-01,22.421296296296298
2014-11-02,111.71296296296296
2014-11-03,78.14351851851852
2014-11-04,70.84722222222223
2014-11-05,0.0
2014-11-06,53.773148148148145
2014-11-07,1.537037037037037
2014-11-08,69.7824074074074
2014-11-09,297.90277777777777
2014-11-10,0.0
2014-11-11,468.4074074074074
2014-11-12,130.53240740740742
2014-11-13,0.0
2014-11-14,0.0
2014-11-15,0.0
2014-11-16,0.0
2014-11-17,0.0
2014-11-18,0.0
2014-11-19,56.39351851851852
2014-11-20,0.0
2014-11-21,0.0
2014-11-22,90.81018518518519
2014-11-23,124.13425925925925
2014-11-24,88.55555555555556
2014-11-25,599.5925925925926
2014-11-26,342.5324074074074
2014-11-27,39.407407407407405
2014-11-28,146.41203703703704
2014-11-29,56.699074074074076
2014-11-30,137.3101851851852
2014-12-01,159.5787037037037
2014-12-02,0.037037037037037035
2014-12-03,316.412037037037
2014-12-04,168.97685185185185
2014-12-05,0.0
2014-12-06,189.26388888888889
2014-12-07,47.092592592592595
2014-12-08,387.11574074074076
2014-12-09,447.75
2014-12-10,58.39351851851852
2014-12-11,70.84722222222223
2014-12-12,125.23611111111111
2014-12-13,162.0787037037037
2014-12-14,268.7638888888889
2014-12-15,60.78703703703704
2014-12-16,167.87037037037038
2014-12-17,223.375
2014-12-18,1.5462962962962963
2014-12-19,351.3796296296296
2014-12-20,225.71296296296296
2014-12-21,375.31481481481484
2014-12-22,204.86111111111111
2014-12-23,285.2546296296296
2014-12-24,136.86111111111111
2014-12-25,584.6435185185185
2014-12-26,578.9953703703703
2014-12-27,514.1527777777778
2014-12-28,333.0046296296296
2014-12-29,176.63888888888889
2014-12-30,102.61574074074075
2014-12-31,278.4537037037037
2015-01-01,43.85648148148148
2015-01-02,115.55555555555556
2015-01-03,552.4444444444445
2015-01-04,675.3472222222222
2015-01-05,403.7824074074074
2015-01-06,111.7175925925926
2015-01-07,87.05555555555556
2015-01-08,98.31944444444444
2015-01-09,102.10185185185185
2015-01-10,42.916666666666664
2015-01-11,2.7175925925925926
2015-01-12,0.1527777777777778
2015-01-13,56.00925925925926
2015-01-14,190.64814814814815
2015-01-15,109.54629629629629
2015-01-16,397.98148148148147
2015-01-17,268.6111111111111
2015-01-18,199.68055555555554
2015-01-19,3.2268518518518516
2015-01-20,0.0
2015-01-21,35.85648148148148
2015-01-22,0.018518518518518517
2015-01-23,195.23611111111111
2015-01-24,30.574074074074073
2015-01-25,261.037037037037
2015-01-26,64.45370370370371
2015-01-27,344.625
2015-01-28,0.1712962962962963
2015-01-29,188.1064814814815
2015-01-30,95.63888888888889
2015-01-31,41.84722222222222
2015-02-01,0.0
2015-02-02,10.88888888888889
2015-02-03,149.21759259259258
2015-02-04,195.125
2015-02-05,117.02314814814815
2015-02-06,371.25
2015-02-07,541.5833333333334
2015-02-08,765.3657407407408
2015-02-09,749.4629629629629
2015-02-10,887.2824074074074
2015-02-11,835.9166666666666
2015-02-12,268.7638888888889
2015-02-13,0.0
2015-02-14,262.9583333333333
2015-02-15,606.8194444444445
2015-02-16,316.1203703703704
2015-02-17,51.35648148148148
2015-02-18,35.11574074074074
2015-02-19,189.72222222222223
2015-02-20,157.9398148148148
2015-02-21,18.796296296296298
2015-02-22,645.3935185185185
2015-02-23,10.953703703703704
2015-02-24,156.09722222222223
2015-02-25,653.300925925926
2015-02-26,316.50925925925924
2015-02-27,73.0925925925926
2015-02-28,154.18055555555554
2015-03-01,280.0416666666667
2015-03-02,270.375
2015-03-03,406.65277777777777
2015-03-04,706.5555555555555
2015-03-05,1258.0324074074074
2015-03-06,509.9490740740741
2015-03-07,2.4212962962962963
2015-03-08,751.5092592592592
2015-03-09,1430.7824074074074
2015-03-10,877.1018518518518
2015-03-11,1498.3564814814815
2015-03-12,1567.5694444444443
2015-03-13,1552.9305555555557
2015-03-14,1522.898148148148
2015-03-15,1383.9675925925926
2015-03-16,1014.0138888888889
2015-03-17,1363.7407407407406
2015-03-18,1104.6064814814815
2015-03-19,1203.351851851852
2015-03-20,28.02777777777778
2015-03-21,1200.4305555555557
2015-03-22,57.898148148148145
2015-03-23,104.69444444444444
2015-03-24,1431.1990740740741
2015-03-25,674.3842592592592
2015-03-26,16.694444444444443
2015-03-27,78.19907407407408
2015-03-28,1056.9490740740741
2015-03-29,121.54629629629629
2015-03-30,110.04166666666667
2015-03-31,883.7638888888889
2015-04-01,1356.3194444444443
2015-04-02,845.8564814814815
2015-04-03,1384.226851851852
2015-04-04,923.9583333333334
2015-04-05,836.5972222222222
2015-04-06,1319.1712962962963
2015-04-07,1264.1851851851852
2015-04-08,1480.0972222222222
2015-04-09,1443.4259259259259
2015-04-10,1333.2453703703704
2015-04-11,1074.4444444444443
2015-04-12,1062.1944444444443
2015-04-13,1357.4814814814815
2015-04-14,595.4907407407408
2015-04-15,620.8379629629629
2015-04-16,1550.5648148148148
2015-04-17,788.175925925926
2015-04-18,1602.6296296296296
2015-04-19,1618.5509259259259
2015-04-20,1978.9305555555557
2015-04-21,2090.1666666666665
2015-04-22,1914.9074074074074
2015-04-23,1632.4814814814815
2015-04-24,1175.5416666666667
2015-04-25,352.05555555555554
2015-04-26,1630.9351851851852
2015-04-27,1072.7175925925926
2015-04-28,1601.3842592592594
2015-04-29,1154.0833333333333
2015-04-30,1072.9444444444443
2015-05-01,686.4212962962963
2015-05-02,576.1435185185185
2015-05-03,1620.976851851852
2015-05-04,207.75
2015-05-05,213.40277777777777
2015-05-06,1315.0324074074074
2015-05-07,1163.6527777777778
2015-05-08,1814.898148148148
2015-05-09,1543.1203703703704
2015-05-10,568.4027777777778
2015-05-11,1233.2685185185185
2015-05-12,104.51388888888889
2015-05-13,1047.7916666666667
2015-05-14,1822.4166666666667
2015-05-15,1302.648148148148
2015-05-16,969.0972222222222
2015-05-17,594.699074074074
2015-05-18,1127.6898148148148
2015-05-19,645.800925925926
2015-05-20,1482.6296296296296
2015-05-21,2052.8935185185187
2015-05-22,986.0138888888889
2015-05-23,1956.4027777777778
2015-05-24,1710.0555555555557
2015-05-25,1238.4212962962963
2015-05-26,1095.7685185185185
2015-05-27,2022.398148148148
2015-05-28,1234.4305555555557
2015-05-29,1486.5462962962963
2015-05-30,421.8703703703704
2015-05-31,1603.962962962963
2015-06-01,1447.4305555555557
2015-06-02,528.0879629629629
2015-06-03,1406.7037037037037
2015-06-04,2349.4305555555557
2015-06-05,2155.560185185185
2015-06-06,989.6712962962963
2015-06-07,1551.3425925925926
2015-06-08,1598.736111111111
2015-06-09,2319.240740740741
2015-06-10,1519.587962962963
2015-06-11,2121.587962962963
2015-06-12,2391.925925925926
2015-06-13,1452.4259259259259
2015-06-14,1076.0833333333333
2015-06-15,2039.3472222222222
2015-06-16,2080.300925925926
2015-06-17,851.050925925926
2015-06-18,244.20833333333334
2015-06-19,318.0462962962963
2015-06-20,1184.6851851851852
2015-06-21,1209.1157407407406
2015-06-22,1115.662037037037
2015-06-23,873.1805555555555
2015-06-24,783.4398148148148
2015-06-25,1045.2037037037037
2015-06-26,1245.9305555555557
2015-06-27,1715.4953703703704
2015-06-28,1683.5694444444443
2015-06-29,921.2407407407408
2015-06-30,1559.6574074074074
2015-07-01,2366.6388888888887
2015-07-02,2550.4675925925926
2015-07-03,2405.7546296296296
2015-07-04,1786.4675925925926
2015-07-05,1712.5416666666667
2015-07-06,537.6805555555555
2015-07-07,1364.7592592592594
2015-07-08,510.087962962963
2015-07-09,554.800925925926
2015-07-10,745.7546296296297
2015-07-11,1529.0972222222222
2015-07-12,1082.837962962963
2015-07-13,977.6712962962963
2015-07-14,1317.0416666666667
2015-07-15,1452.736111111111
2015-07-16,1637.412037037037
2015-07-17,1571.4953703703704
2015-07-18,938.824074074074
2015-07-19,928.5833333333334
2015-07-20,1266.7777777777778
2015-07-21,685.7407407407408
2015-07-22,929.1064814814815
2015-07-23,1216.101851851852
2015-07-24,1913.3703703703704
2015-07-25,616.3703703703703
2015-07-26,446.81481481481484
2015-07-27,840.5138888888889
2015-07-28,147.22222222222223
2015-07-29,310.0
2015-07-30,1022.7916666666666
2015-07-31,1156.25
2015-08-01,1808.8194444444443
2015-08-02,1318.9722222222222
2015-08-03,1989.388888888889
2015-08-04,1709.9444444444443
2015-08-05,755.0555555555555
2015-08-06,1432.4583333333333
2015-08-07,1459.1064814814815
2015-08-08,1258.9722222222222
2015-08-09,1918.462962962963
2015-08-10,1525.712962962963
2015-08-11,703.3564814814815
2015-08-12,1266.6666666666667
2015-08-13,2213.365740740741
2015-08-14,2191.634259259259
2015-08-15,2039.0740740740741
2015-08-16,1720.2222222222222
2015-08-17,1837.3472222222222
2015-08-18,2081.7314814814813
2015-08-19,2164.7824074074074
2015-08-20,2085.4768518518517
2015-08-21,2085.9953703703704
2015-08-22,2019.5416666666667
2015-08-23,2053.412037037037
2015-08-24,1286.9537037037037
2015-08-25,803.2268518518518
2015-08-26,893.9444444444445
2015-08-27,481.7361111111111
2015-08-28,1485.6064814814815
2015-08-29,1674.4166666666667
2015-08-30,1431.3472222222222
2015-08-31,589.9722222222222
2015-09-01,36.129629629629626
2015-09-02,562.9907407407408
2015-09-03,1263.9490740740741
2015-09-04,856.4120370370371
2015-09-05,458.06944444444446
2015-09-06,780.0370370370371
2015-09-07,1289.023148148148
2015-09-08,1341.138888888889
2015-09-09,1494.2546296296296
2015-09-10,1661.8703703703704
2015-09-11,1423.976851851852
2015-09-12,479.8333333333333
2015-09-13,508.26851851851853
2015-09-14,450.0740740740741
2015-09-15,426.18055555555554
2015-09-16,616.3425925925926
2015-09-17,308.88425925925924
2015-09-18,533.2638888888889
2015-09-19,1099.3842592592594
2015-09-20,1153.8564814814815
2015-09-21,602.7870370370371
2015-09-22,397.27777777777777
2015-09-23,548.5138888888889
2015-09-24,440.337962962963
2015-09-25,1030.5601851851852
2015-09-26,1458.2453703703704
2015-09-27,1315.9305555555557
2015-09-28,1257.037037037037
2015-09-29,1482.236111111111
2015-09-30,1205.125
2015-10-01,644.4305555555555
2015-10-02,1245.388888888889
2015-10-03,992.4675925925926
2015-10-04,525.074074074074
2015-10-05,1141.7175925925926
2015-10-06,814.6342592592592
2015-10-07,711.050925925926
2015-10-08,440.93981481481484
2015-10-09,511.31944444444446
2015-10-10,257.162037037037
2015-10-11,447.2037037037037
2015-10-12,464.9953703703704
2015-10-13,210.28703703703704
2015-10-14,923.3518518518518
2015-10-15,1278.0277777777778
2015-10-16,1060.0509259259259
2015-10-17,777.7268518518518
2015-10-18,1038.2083333333333
2015-10-19,683.0462962962963
2015-10-20,34.56481481481482
2015-10-21,374.0509259259259
2015-10-22,106.07407407407408
2015-10-23,1242.2222222222222
2015-10-24,412.81481481481484
2015-10-25,865.6944444444445
2015-10-26,844.1388888888889
2015-10-27,542.8703703703703
2015-10-28,748.8194444444445
2015-10-29,128.8287037037037
2015-10-30,84.63425925925925
2015-10-31,273.9675925925926
2015-11-01,122.02777777777777
2015-11-02,1028.4583333333333
2015-11-03,386.3796296296296
2015-11-04,254.92592592592592
2015-11-05,52.023148148148145
2015-11-06,5.578703703703703
2015-11-07,93.78703703703704
2015-11-08,511.962962962963
2015-11-09,125.51851851851852
2015-11-10,553.0138888888889
2015-11-11,777.0324074074074
2015-11-12,231.62962962962962
2015-11-13,27.63888888888889
2015-11-14,215.09722222222223
2015-11-15,342.89351851851853
2015-11-16,9.527777777777779
2015-11-17,414.6388888888889
2015-11-18,213.95833333333334
2015-11-19,108.81944444444444
2015-11-20,410.8703703703704
2015-11-21,458.19444444444446
2015-11-22,433.1990740740741
2015-11-23,547.324074074074
2015-11-24,12.592592592592593
2015-11-25,90.19907407407408
2015-11-26,289.4537037037037
2015-11-27,160.2037037037037
2015-11-28,71.51851851851852
2015-11-29,115.74537037037037
2015-11-30,355.5462962962963
2015-12-01,736.5092592592592
2015-12-02,209.2962962962963
2015-12-03,211.94907407407408
2015-12-04,103.48148148148148
2015-12-05,0.0
2015-12-06,8.162037037037036
2015-12-07,810.925925925926
2015-12-08,234.24537037037038
2015-12-09,191.24074074074073
2015-12-10,2.574074074074074
2015-12-11,264.49074074074076
2015-12-12,655.3333333333334
2015-12-13,385.7916666666667
2015-12-14,327.9490740740741
2015-12-15,300.4212962962963
2015-12-16,168.25925925925927
2015-12-17,0.0
2015-12-18,55.416666666666664
2015-12-19,130.24074074074073
2015-12-20,8.523148148148149
2015-12-21,185.06944444444446
2015-12-22,392.1990740740741
2015-12-23,194.0787037037037
2015-12-24,208.69907407407408
2015-12-25,291.93518518518516
2015-12-26,223.27314814814815
2015-12-27,12.527777777777779
2015-12-28,436.9675925925926
2015-12-29,504.2453703703704
2015-12-30,123.92592592592592
2015-12-31,416.18518518518516
2016-01-01,27.00462962962963
2016-01-02,1.5833333333333333
2016-01-03,143.1898148148148
2016-01-04,231.42592592592592
2016-01-05,257.5324074074074
2016-01-06,510.6666666666667
2016-01-07,344.7638888888889
2016-01-08,6.458333333333333
2016-01-09,6.75
2016-01-10,0.0
2016-01-11,0.0
2016-01-12,15.467592592592593
2016-01-13,57.06018518518518
2016-01-14,441.1990740740741
2016-01-15,599.7129629629629
2016-01-16,474.56944444444446
2016-01-17,883.550925925926
2016-01-18,560.6944444444445
2016-01-19,354.4953703703704
2016-01-20,269.89351851851853
2016-01-21,576.699074074074
2016-01-22,312.52314814814815
2016-01-23,11.88888888888889
2016-01-24,58.449074074074076
2016-01-25,0.0
2016-01-26,238.89814814814815
2016-01-27,45.592592592592595
2016-01-28,359.72685185185185
2016-01-29,113.95370370370371
2016-01-30,117.22685185185185
2016-01-31,386.1574074074074
2016-02-01,252.00925925925927
2016-02-02,94.82870370370371
2016-02-03,577.0231481481482
2016-02-04,941.5694444444445
2016-02-05,720.7407407407408
2016-02-06,1.2592592592592593
2016-02-07,439.11574074074076
2016-02-08,313.88425925925924
2016-02-09,151.9398148148148
2016-02-10,9.61574074074074
2016-02-11,53.91203703703704
2016-02-12,291.6990740740741
2016-02-13,370.06018518518516
2016-02-14,390.9166666666667
2016-02-15,680.4305555555555
2016-02-16,1249.5648148148148
2016-02-17,1027.4027777777778
2016-02-18,30.40277777777778
2016-02-19,151.44907407407408
2016-02-20,204.03703703703704
2016-02-21,497.5833333333333
2016-02-22,457.40277777777777
2016-02-23,541.4074074074074
2016-02-24,1380.0046296296296
2016-02-25,1229.5046296296296
2016-02-26,759.8981481481482
2016-02-27,1347.3703703703704
2016-02-28,1165.1296296296296
2016-02-29,988.2083333333334
2016-03-01,558.699074074074
2016-03-02,17.666666666666668
2016-03-03,109.93981481481481
2016-03-04,15.106481481481481
2016-03-05,20.041666666666668
2016-03-06,4.328703703703703
2016-03-07,100.78703703703704
2016-03-08,401.5324074074074
2016-03-09,518.2407407407408
2016-03-10,806.4722222222222
2016-03-11,1110.3935185185185
2016-03-12,384.7638888888889
2016-03-13,271.02314814814815
2016-03-14,292.3796296296296
2016-03-15,926.4398148148148
2016-03-16,1393.962962962963
2016-03-17,1026.962962962963
2016-03-18,983.699074074074
2016-03-19,751.3472222222222
2016-03-20,778.3425925925926
2016-03-21,726.4768518518518
2016-03-22,394.6990740740741
2016-03-23,596.824074074074
2016-03-24,871.5092592592592
2016-03-25,88.44907407407408
2016-03-26,1047.3703703703704
2016-03-27,991.75
2016-03-28,1211.4583333333333
2016-03-29,572.574074074074
2016-03-30,882.25
2016-03-31,705.449074074074
2016-04-01,1391.7407407407406
2016-04-02,297.90277777777777
2016-04-03,196.92592592592592
2016-04-04,245.0462962962963
2016-04-05,577.3888888888889
2016-04-06,137.20833333333334
2016-04-07,653.5925925925926
2016-04-08,702.3564814814815
2016-04-09,1013.8333333333334
2016-04-10,1588.6064814814815
2016-04-11,1604.111111111111
2016-04-12,2007.898148148148
2016-04-13,1316.4537037037037
2016-04-14,1013.7824074074074
2016-04-15,797.6388888888889
2016-04-16,353.65277777777777
2016-04-17,585.1666666666666
2016-04-18,878.4583333333334
2016-04-19,1233.6203703703704
2016-04-20,1948.0
2016-04-21,1428.6296296296296
2016-04-22,1576.5324074074074
2016-04-23,1564.0185185185185
2016-04-24,1066.1157407407406
2016-04-25,1234.486111111111
2016-04-26,1204.7083333333333
2016-04-27,611.4351851851852
2016-04-28,238.34259259259258
2016-04-29,1183.4953703703704
2016-04-30,1112.6944444444443
2016-05-01,1508.9537037037037
2016-05-02,1710.5046296296296
2016-05-03,1465.9027777777778
2016-05-04,2218.2638888888887
2016-05-05,2265.6435185185187
2016-05-06,2223.800925925926
2016-05-07,2282.5925925925926
2016-05-08,2288.7361111111113
2016-05-09,2002.1296296296296
2016-05-10,2085.097222222222
2016-05-11,2160.5185185185187
2016-05-12,2202.0416666666665
2016-05-13,1426.3935185185185
2016-05-14,173.61574074074073
2016-05-15,371.9212962962963
2016-05-16,526.6111111111111
2016-05-17,1176.611111111111
2016-05-18,1240.2685185185185
2016-05-19,789.0370370370371
2016-05-20,622.7870370370371
2016-05-21,1133.0324074074074
2016-05-22,780.7129629629629
2016-05-23,1408.8564814814815
2016-05-24,1432.8333333333333
2016-05-25,896.1620370370371
2016-05-26,1001.0833333333334
2016-05-27,270.4861111111111
2016-05-28,710.0138888888889
2016-05-29,750.5277777777778
2016-05-30,2000.8564814814815
2016-05-31,2150.8333333333335
2016-06-01,1935.1898148148148
2016-06-02,2086.6574074074074
2016-06-03,2230.203703703704
2016-06-04,2206.0925925925926
2016-06-05,2148.222222222222
2016-06-06,2293.972222222222
2016-06-07,2067.462962962963
2016-06-08,1476.212962962963
2016-06-09,1798.5416666666667
2016-06-10,1373.1203703703704
2016-06-11,1694.3935185185185
2016-06-12,2060.0416666666665
2016-06-13,2248.7824074074074
2016-06-14,2201.472222222222
2016-06-15,1368.0416666666667
2016-06-16,482.625
2016-06-17,889.2222222222222
2016-06-18,243.90740740740742
2016-06-19,924.2685185185185
2016-06-20,1307.4953703703704
2016-06-21,1190.3194444444443
2016-06-22,1823.9351851851852
2016-06-23,1087.9351851851852
2016-06-24,625.2638888888889
2016-06-25,1827.3472222222222
2016-06-26,602.6157407407408
2016-06-27,1566.8842592592594
2016-06-28,1823.888888888889
2016-06-29,1314.162037037037
2016-06-30,896.375
2016-07-01,905.5324074074074
2016-07-02,668.375
2016-07-03,1736.3472222222222
2016-07-04,1911.6064814814815
2016-07-05,1791.1203703703704
2016-07-06,1518.9444444444443
2016-07-07,2032.6342592592594
2016-07-08,1688.3333333333333
2016-07-09,1780.523148148148
2016-07-10,1300.9907407407406
2016-07-11,746.4907407407408
2016-07-12,1078.3148148148148
2016-07-13,840.6527777777778
2016-07-14,1420.8287037037037
2016-07-15,761.3425925925926
2016-07-16,944.2731481481482
