Datum,Lufttemperatur
2014-07-29,21.88169014084507
2014-07-30,20.2056338028169
2014-07-31,19.281690140845072
2014-08-01,19.480281690140846
2014-08-02,20.33943661971831
2014-08-03,21.809859154929576
2014-08-04,22.208450704225353
2014-08-05,19.250704225352113
2014-08-06,18.992957746478872
2014-08-07,18.705714285714286
2014-08-08,19.007142857142856
2014-08-09,19.12463768115942
2014-08-10,18.23913043478261
2014-08-11,17.27536231884058
2014-08-12,15.414492753623188
2014-08-13,14.982608695652173
2014-08-14,15.363768115942028
2014-08-15,15.746376811594203
2014-08-16,14.985507246376812
2014-08-17,14.071014492753623
2014-08-18,13.7
2014-08-19,12.912857142857142
2014-08-20,14.034285714285714
2014-08-21,13.237142857142857
2014-08-22,13.241428571428571
2014-08-23,12.481428571428571
2014-08-24,12.336231884057971
2014-08-25,12.215942028985507
2014-08-26,12.32463768115942
2014-08-27,13.971014492753623
2014-08-28,13.620289855072462
2014-08-29,13.173913043478262
2014-08-30,12.591304347826087
2014-08-31,12.820289855072463
2014-09-01,12.990140845070423
2014-09-02,14.240845070422536
2014-09-03,15.249295774647887
2014-09-04,15.560563380281689
2014-09-05,14.452112676056336
2014-09-06,14.929577464788732
2014-09-07,15.039436619718309
2014-09-08,14.369014084507043
2014-09-09,13.085915492957747
2014-09-10,13.638028169014083
2014-09-11,13.700000000000001
2014-09-12,13.735211267605635
2014-09-13,13.552112676056339
2014-09-14,12.9056338028169
2014-09-15,12.809859154929578
2014-09-16,12.232394366197184
2014-09-17,11.86338028169014
2014-09-18,12.307042253521127
2014-09-19,12.294366197183098
2014-09-20,12.459154929577466
2014-09-21,11.476056338028169
2014-09-22,8.37605633802817
2014-09-23,5.070422535211268
2014-09-24,7.7478873239436625
2014-09-25,9.077464788732394
2014-09-26,11.192957746478873
2014-09-27,12.37605633802817
2014-09-28,12.997183098591549
2014-09-29,11.929577464788732
2014-09-30,7.514084507042254
2014-10-01,7.6633802816901415
2014-10-02,11.545070422535211
2014-10-03,11.573239436619719
2014-10-04,13.05774647887324
2014-10-05,11.669014084507042
2014-10-06,9.047887323943662
2014-10-07,8.674647887323943
2014-10-08,10.707042253521127
2014-10-09,11.087323943661973
2014-10-10,11.888732394366198
2014-10-11,9.9056338028169
2014-10-12,9.605633802816902
2014-10-13,7.954929577464788
2014-10-14,7.705633802816902
2014-10-15,7.033802816901408
2014-10-16,5.5760563380281685
2014-10-17,5.597183098591549
2014-10-18,7.183098591549296
2014-10-19,12.539436619718309
2014-10-20,10.277464788732395
2014-10-21,7.584507042253521
2014-10-22,5.164788732394366
2014-10-23,4.447887323943662
2014-10-24,8.373239436619718
2014-10-25,9.667605633802816
2014-10-26,10.811267605633804
2014-10-27,12.643661971830987
2014-10-28,13.02676056338028
2014-10-29,8.228169014084507
2014-10-30,2.935211267605634
2014-10-31,3.3774647887323943
2014-11-01,7.345714285714286
2014-11-02,11.291428571428572
2014-11-03,10.54
2014-11-04,9.122857142857143
2014-11-05,4.1414285714285715
2014-11-06,1.2728571428571427
2014-11-07,1.75
2014-11-08,4.782857142857143
2014-11-09,7.147142857142858
2014-11-10,7.808571428571429
2014-11-11,7.127142857142857
2014-11-12,5.521428571428571
2014-11-13,6.557142857142857
2014-11-14,6.387142857142858
2014-11-15,5.934285714285714
2014-11-16,5.277142857142857
2014-11-17,4.518571428571429
2014-11-18,4.5128571428571425
2014-11-19,3.1014285714285714
2014-11-20,3.1014285714285714
2014-11-21,2.801428571428571
2014-11-22,1.6857142857142857
2014-11-23,4.174285714285714
2014-11-24,6.047142857142857
2014-11-25,2.9057142857142857
2014-11-26,0.6971428571428571
2014-11-27,0.8042857142857143
2014-11-28,0.9842857142857143
2014-11-29,0.41714285714285715
2014-11-30,-0.10714285714285714
2014-12-01,-0.42857142857142855
2014-12-02,0.5633802816901409
2014-12-03,0.14571428571428574
2014-12-04,0.8271428571428571
2014-12-05,1.0371428571428571
2014-12-06,1.26
2014-12-07,3.11
2014-12-08,2.2657142857142856
2014-12-09,0.9142857142857143
2014-12-10,2.72
2014-12-11,2.8914285714285715
2014-12-12,1.792857142857143
2014-12-13,1.3742857142857143
2014-12-14,1.42
2014-12-15,3.5414285714285714
2014-12-16,1.2728571428571427
2014-12-17,-0.9942857142857142
2014-12-18,2.1085714285714285
2014-12-19,3.6457142857142855
2014-12-20,0.4142857142857143
2014-12-21,-1.1828571428571428
2014-12-22,1.82
2014-12-23,0.21999999999999997
2014-12-24,-2.5900000000000003
2014-12-25,-8.324285714285715
2014-12-26,-7.545714285714286
2014-12-27,-8.324285714285715
2014-12-28,-10.427142857142856
2014-12-29,-8.081428571428573
2014-12-30,-1.052857142857143
2014-12-31,1.6514285714285712
2015-01-01,4.176470588235294
2015-01-02,5.139705882352941
2015-01-03,1.9161764705882351
2015-01-04,-0.41764705882352937
2015-01-05,-3.213235294117647
2015-01-06,-1.2352941176470589
2015-01-07,0.43529411764705883
2015-01-08,3.1838235294117645
2015-01-09,-0.2529411764705882
2015-01-10,-0.49852941176470594
2015-01-11,-1.6838235294117647
2015-01-12,-1.3073529411764704
2015-01-13,2.4691176470588236
2015-01-14,1.3191176470588235
2015-01-15,1.461764705882353
2015-01-16,3.8132352941176473
2015-01-17,2.1999999999999997
2015-01-18,0.6397058823529411
2015-01-19,-0.5955882352941176
2015-01-20,-0.3647058823529412
2015-01-21,-0.6529411764705882
2015-01-22,-1.786764705882353
2015-01-23,-5.338235294117647
2015-01-24,-1.3661764705882353
2015-01-25,-2.072058823529412
2015-01-26,-0.1014705882352941
2015-01-27,-0.975
2015-01-28,1.473529411764706
2015-01-29,1.1235294117647057
2015-01-30,-0.11764705882352941
2015-01-31,0.06470588235294115
2015-02-01,-1.5432835820895523
2015-02-02,-4.695522388059702
2015-02-03,-5.128358208955224
2015-02-04,-4.407462686567165
2015-02-05,-4.717910447761194
2015-02-06,-1.1477611940298509
2015-02-07,0.1447761194029851
2015-02-08,-0.9582089552238806
2015-02-09,3.270149253731343
2015-02-10,1.7477611940298508
2015-02-11,1.1029850746268657
2015-02-12,1.6283582089552238
2015-02-13,0.008955223880597007
2015-02-14,-0.1044776119402985
2015-02-15,-0.7104477611940299
2015-02-16,-1.2850746268656716
2015-02-17,0.5059701492537313
2015-02-18,3.591044776119403
2015-02-19,4.561194029850746
2015-02-20,2.7134328358208957
2015-02-21,1.4776119402985075
2015-02-22,1.1611940298507462
2015-02-23,1.2507462686567163
2015-02-24,1.9850746268656716
2015-02-25,3.1194029850746268
2015-02-26,1.9208955223880595
2015-02-27,1.873134328358209
2015-02-28,1.6029850746268657
2015-03-01,1.646969696969697
2015-03-02,2.9106060606060606
2015-03-03,1.7121212121212122
2015-03-04,0.9757575757575758
2015-03-05,0.756060606060606
2015-03-06,3.9196969696969695
2015-03-07,4.512121212121213
2015-03-08,7.733333333333333
2015-03-09,4.487878787878787
2015-03-10,5.762121212121213
2015-03-11,4.2696969696969695
2015-03-12,1.737878787878788
2015-03-13,0.5893939393939394
2015-03-14,1.2772727272727273
2015-03-15,2.81969696969697
2015-03-16,3.774242424242424
2015-03-17,4.222727272727273
2015-03-18,4.453030303030303
2015-03-19,4.18030303030303
2015-03-20,3.234848484848485
2015-03-21,-0.6615384615384615
2015-03-22,-0.36153846153846153
2015-03-23,3.463076923076923
2015-03-24,4.564615384615385
2015-03-25,0.9153846153846154
2015-03-26,2.058461538461539
2015-03-27,3.3661538461538463
2015-03-28,3.4661538461538464
2015-03-29,3.5061538461538464
2015-03-30,3.3953846153846152
2015-03-31,2.806153846153846
2015-04-01,2.678787878787879
2015-04-02,2.6939393939393943
2015-04-03,2.796969696969697
2015-04-04,2.5
2015-04-05,2.0606060606060606
2015-04-06,3.3727272727272726
2015-04-07,7.239393939393939
2015-04-08,7.124242424242424
2015-04-09,7.421212121212122
2015-04-10,7.342424242424243
2015-04-11,7.799999999999999
2015-04-12,6.866666666666666
2015-04-13,5.581818181818181
2015-04-14,3.316666666666667
2015-04-15,5.693939393939394
2015-04-16,5.659090909090909
2015-04-17,4.535384615384616
2015-04-18,5.74
2015-04-19,8.566153846153846
2015-04-20,10.156923076923078
2015-04-21,8.589230769230769
2015-04-22,9.12923076923077
2015-04-23,9.738461538461538
2015-04-24,7.143076923076923
2015-04-25,8.287692307692309
2015-04-26,8.673846153846153
2015-04-27,6.46
2015-04-28,6.318461538461539
2015-04-29,5.7846153846153845
2015-04-30,6.298461538461538
2015-05-01,5.303030303030303
2015-05-02,6.0621212121212125
2015-05-03,6.974242424242425
2015-05-04,6.668181818181819
2015-05-05,9.207575757575759
2015-05-06,11.346969696969696
2015-05-07,9.210606060606061
2015-05-08,8.103030303030302
2015-05-09,7.790909090909092
2015-05-10,8.183333333333334
2015-05-11,9.63030303030303
2015-05-12,10.271212121212121
2015-05-13,9.276119402985074
2015-05-14,8.780597014925373
2015-05-15,7.7701492537313435
2015-05-16,7.262686567164179
2015-05-17,6.661194029850747
2015-05-18,7.750746268656716
2015-05-19,7.638805970149254
2015-05-20,9.37910447761194
2015-05-21,10.11044776119403
2015-05-22,9.843283582089553
2015-05-23,10.967164179104477
2015-05-24,10.250746268656716
2015-05-25,10.617910447761194
2015-05-26,9.971641791044776
2015-05-27,10.835820895522389
2015-05-28,9.680597014925374
2015-05-29,9.991044776119402
2015-05-30,8.508955223880598
2015-05-31,10.028358208955224
2015-06-01,10.683582089552239
2015-06-02,9.192537313432835
2015-06-03,11.335820895522389
2015-06-04,12.277611940298508
2015-06-05,12.82089552238806
2015-06-06,13.55671641791045
2015-06-07,11.956716417910448
2015-06-08,11.368656716417911
2015-06-09,12.198507462686566
2015-06-10,13.892537313432834
2015-06-11,15.029850746268657
2015-06-12,16.75820895522388
2015-06-13,15.5
2015-06-14,12.855223880597014
2015-06-15,11.61641791044776
2015-06-16,12.267164179104478
2015-06-17,10.750746268656716
2015-06-18,11.414925373134327
2015-06-19,11.71044776119403
2015-06-20,13.35820895522388
2015-06-21,13.397014925373135
2015-06-22,13.323880597014925
2015-06-23,13.779104477611941
2015-06-24,13.377611940298507
2015-06-25,13.368656716417911
2015-06-26,12.997014925373133
2015-06-27,14.798507462686567
2015-06-28,15.8044776119403
2015-06-29,15.591044776119402
2015-06-30,16.613432835820895
2015-07-01,18.698484848484846
2015-07-02,21.23939393939394
2015-07-03,21.393939393939394
2015-07-04,21.448484848484846
2015-07-05,20.76212121212121
2015-07-06,17.1469696969697
2015-07-07,16.23134328358209
2015-07-08,14.816417910447761
2015-07-09,12.964179104477612
2015-07-10,12.797014925373134
2015-07-11,15.56268656716418
2015-07-12,15.404477611940298
2015-07-13,15.259701492537314
2015-07-14,15.576119402985073
2015-07-15,15.622388059701493
2015-07-16,15.105970149253732
2015-07-17,14.331818181818182
2015-07-18,15.453030303030303
2015-07-19,15.557575757575757
2015-07-20,15.424242424242424
2015-07-21,13.653846153846153
2015-07-22,16.113846153846154
2015-07-23,15.324615384615385
2015-07-24,14.776923076923078
2015-07-25,12.88
2015-07-26,14.207692307692307
2015-07-27,13.929230769230768
2015-07-28,14.262121212121212
2015-07-29,14.924242424242424
2015-07-30,14.61969696969697
2015-07-31,14.26865671641791
2015-08-01,14.751515151515152
2015-08-02,14.662121212121212
2015-08-03,15.124242424242425
2015-08-04,17.062121212121212
2015-08-05,17.09242424242424
2015-08-06,17.381818181818183
2015-08-07,18.48181818181818
2015-08-08,17.58939393939394
2015-08-09,16.46818181818182
2015-08-10,17.245454545454546
2015-08-11,16.825757575757574
2015-08-12,17.181818181818183
2015-08-13,15.527272727272727
2015-08-14,16.574242424242424
2015-08-15,17.004545454545454
2015-08-16,17.41060606060606
2015-08-17,16.256060606060608
2015-08-18,16.76818181818182
2015-08-19,16.42727272727273
2015-08-20,16.124242424242425
2015-08-21,16.363636363636363
2015-08-22,16.35909090909091
2015-08-23,16.67727272727273
2015-08-24,17.521212121212123
2015-08-25,18.84242424242424
2015-08-26,16.236363636363635
2015-08-27,16.91969696969697
2015-08-28,15.836363636363638
2015-08-29,15.551515151515153
2015-08-30,15.528787878787881
2015-08-31,14.440909090909091
2015-09-01,14.11969696969697
2015-09-02,14.321212121212122
2015-09-03,13.86969696969697
2015-09-04,12.703030303030303
2015-09-05,11.88939393939394
2015-09-06,11.56060606060606
2015-09-07,11.35909090909091
2015-09-08,11.739393939393938
2015-09-09,11.234848484848484
2015-09-10,12.112121212121211
2015-09-11,12.75
2015-09-12,14.046969696969697
2015-09-13,14.003030303030304
2015-09-14,15.025757575757577
2015-09-15,13.783333333333333
2015-09-16,13.190909090909091
2015-09-17,15.668181818181816
2015-09-18,14.406060606060606
2015-09-19,13.193939393939393
2015-09-20,10.766666666666667
2015-09-21,10.348484848484848
2015-09-22,10.931818181818182
2015-09-23,13.10909090909091
2015-09-24,12.493939393939394
2015-09-25,12.025757575757577
2015-09-26,10.224242424242423
2015-09-27,9.427272727272728
2015-09-28,9.287878787878787
2015-09-29,9.242424242424242
2015-09-30,11.537878787878787
2015-10-01,12.295454545454545
2015-10-02,13.16060606060606
2015-10-03,9.543939393939393
2015-10-04,9.998484848484848
2015-10-05,8.375757575757575
2015-10-06,6.634848484848485
2015-10-07,6.346969696969697
2015-10-08,6.384615384615385
2015-10-09,5.432307692307693
2015-10-10,5.404615384615385
2015-10-11,6.227692307692308
2015-10-12,5.7215384615384615
2015-10-13,6.749230769230769
2015-10-14,5.704615384615384
2015-10-15,4.806153846153846
2015-10-16,4.950769230769231
2015-10-17,4.9799999999999995
2015-10-18,5.549230769230769
2015-10-19,5.83030303030303
2015-10-20,6.95
2015-10-21,7.839393939393939
2015-10-22,10.541538461538462
2015-10-23,9.743076923076922
2015-10-24,8.287878787878787
2015-10-25,8.742424242424242
2015-10-26,5.446969696969697
2015-10-27,5.884848484848485
2015-10-28,4.446969696969697
2015-10-29,5.00909090909091
2015-10-30,5.78939393939394
2015-10-31,7.8121212121212125
2015-11-01,8.953846153846154
2015-11-02,9.313846153846153
2015-11-03,7.135384615384615
2015-11-04,6.9969230769230775
2015-11-05,6.124615384615385
2015-11-06,8.21846153846154
2015-11-07,9.472307692307693
2015-11-08,6.893846153846154
2015-11-09,7.704615384615384
2015-11-10,6.881538461538462
2015-11-11,5.976923076923077
2015-11-12,6.021538461538461
2015-11-13,6.341538461538462
2015-11-14,4.750769230769231
2015-11-15,4.078461538461539
2015-11-16,4.490769230769231
2015-11-17,5.076923076923077
2015-11-18,4.38
2015-11-19,2.6153846153846154
2015-11-20,-1.55
2015-11-21,-3.856060606060606
2015-11-22,-4.027692307692308
2015-11-23,-4.396923076923077
2015-11-24,2.2892307692307696
2015-11-25,3.223076923076923
2015-11-26,1.6092307692307692
2015-11-27,6.906153846153845
2015-11-28,4.706153846153846
2015-11-29,3.230769230769231
2015-11-30,2.0681818181818183
2015-12-01,1.1045454545454547
2015-12-02,1.4848484848484849
2015-12-03,4.501515151515152
2015-12-04,5.309230769230769
2015-12-05,8.016923076923078
2015-12-06,8.689230769230768
2015-12-07,4.316923076923077
2015-12-08,2.8246153846153845
2015-12-09,6.509230769230769
2015-12-10,7.332307692307693
2015-12-11,3.178787878787879
2015-12-12,0.2333333333333333
2015-12-13,-2.8876923076923076
2015-12-14,-4.310769230769231
2015-12-15,-2.8692307692307693
2015-12-16,-2.0261538461538464
2015-12-17,2.704615384615385
2015-12-18,7.370769230769231
2015-12-19,7.792307692307692
2015-12-20,10.038461538461538
2015-12-21,7.849230769230769
2015-12-22,5.581538461538462
2015-12-23,6.2615384615384615
2015-12-24,5.656923076923077
2015-12-25,5.493846153846154
2015-12-26,0.036363636363636376
2015-12-27,-2.6876923076923074
2015-12-28,-2.586153846153846
2015-12-29,-3.769230769230769
2015-12-30,-0.33230769230769225
2015-12-31,-0.4723076923076923
2016-01-01,0.4121212121212121
2016-01-02,-3.5984615384615384
2016-01-03,-6.369230769230769
2016-01-04,-8.186153846153847
2016-01-05,-8.752307692307692
2016-01-06,-13.066153846153846
2016-01-07,-12.032307692307693
2016-01-08,-7.32
2016-01-09,-7.859999999999999
2016-01-10,-2.4707692307692306
2016-01-11,0.016923076923076937
2016-01-12,-2.253846153846154
2016-01-13,-7.030769230769231
2016-01-14,-13.412307692307692
2016-01-15,-14.712307692307691
2016-01-16,-12.70923076923077
2016-01-17,-11.732307692307693
2016-01-18,-7.763636363636364
2016-01-19,-8.907692307692308
2016-01-20,-9.904615384615385
2016-01-21,-10.941538461538462
2016-01-22,-8.969696969696969
2016-01-23,-3.471212121212121
2016-01-24,-0.3787878787878788
2016-01-25,0.4136363636363636
2016-01-26,3.5318181818181817
2016-01-27,4.925757575757576
2016-01-28,3.135820895522388
2016-01-29,4.389552238805971
2016-01-30,3.2880597014925375
2016-01-31,0.9104477611940298
2016-02-01,-1.0462686567164179
2016-02-02,3.422388059701493
2016-02-03,-0.08955223880597019
2016-02-04,-1.4477611940298507
2016-02-05,-1.4059701492537313
2016-02-06,3.229850746268657
2016-02-07,4.856716417910447
2016-02-08,3.892537313432836
2016-02-09,3.6283582089552238
2016-02-10,1.983582089552239
2016-02-11,0.3119402985074627
2016-02-12,-2.3701492537313436
2016-02-13,-3.0582089552238805
2016-02-14,-4.371641791044776
2016-02-15,-6.2791044776119405
2016-02-16,-4.916417910447761
2016-02-17,-1.5940298507462687
2016-02-18,-1.4432835820895522
2016-02-19,-0.37164179104477607
2016-02-20,0.38358208955223877
2016-02-21,1.6134328358208954
2016-02-22,0.9208955223880596
2016-02-23,-1.3059701492537314
2016-02-24,-1.774626865671642
2016-02-25,-1.6238805970149253
2016-02-26,-1.1492537313432836
2016-02-27,-1.8940298507462687
2016-02-28,-2.1373134328358208
2016-02-29,-3.1940298507462686
2016-03-01,-2.1985074626865675
2016-03-02,-0.4701492537313433
2016-03-03,1.2716417910447761
2016-03-04,0.9955223880597015
2016-03-05,0.6477611940298508
2016-03-06,0.06865671641791045
2016-03-07,0.7626865671641792
2016-03-08,0.9417910447761194
2016-03-09,0.9059701492537314
2016-03-10,0.3850746268656717
2016-03-11,0.06567164179104479
2016-03-12,-0.15970149253731344
2016-03-13,1.3835820895522388
2016-03-14,4.226865671641791
2016-03-15,5.150746268656717
2016-03-16,4.097014925373134
2016-03-17,4.159090909090909
2016-03-18,2.1075757575757574
2016-03-19,2.678787878787879
2016-03-20,3.278787878787879
2016-03-21,2.378787878787879
2016-03-22,1.9227272727272728
2016-03-23,2.21044776119403
2016-03-24,1.737313432835821
2016-03-25,3.8507462686567164
2016-03-26,4.661194029850747
2016-03-27,5.858208955223881
2016-03-28,6.485074626865671
2016-03-29,5.794029850746268
2016-03-30,4.583582089552239
2016-03-31,3.7522388059701495
2016-04-01,3.3298507462686566
2016-04-02,4.502985074626865
2016-04-03,6.42089552238806
2016-04-04,6.543283582089552
2016-04-05,6.714925373134328
2016-04-06,5.9358208955223875
2016-04-07,5.5
2016-04-08,5.204477611940298
2016-04-09,4.885074626865672
2016-04-10,4.722727272727273
2016-04-11,6.074242424242424
2016-04-12,6.116666666666666
2016-04-13,5.995454545454545
2016-04-14,4.663636363636364
2016-04-15,5.690909090909091
2016-04-16,6.28030303030303
2016-04-17,5.692424242424242
2016-04-18,6.209090909090909
2016-04-19,6.125757575757576
2016-04-20,6.45
2016-04-21,6.49090909090909
2016-04-22,5.3999999999999995
2016-04-23,3.0939393939393938
2016-04-24,2.460606060606061
2016-04-25,2.353030303030303
2016-04-26,3.9303030303030297
2016-04-27,3.4893939393939397
2016-04-28,3.890909090909091
2016-04-29,6.266666666666667
2016-04-30,8.037878787878787
2016-05-01,7.893939393939394
2016-05-02,8.58030303030303
2016-05-03,10.618461538461538
2016-05-04,10.570769230769232
2016-05-05,10.501538461538463
2016-05-06,11.656923076923078
2016-05-07,13.518461538461539
2016-05-08,15.146969696969698
2016-05-09,15.933333333333332
2016-05-10,15.76818181818182
2016-05-11,11.845454545454544
2016-05-12,11.170149253731344
2016-05-13,8.94848484848485
2016-05-14,6.016666666666667
2016-05-15,7.49090909090909
2016-05-16,7.363636363636363
2016-05-17,9.566666666666666
2016-05-18,10.554545454545455
2016-05-19,11.91641791044776
2016-05-20,11.7
2016-05-21,12.31492537313433
2016-05-22,15.053731343283582
2016-05-23,16.67878787878788
2016-05-24,14.064615384615385
2016-05-25,10.761538461538462
2016-05-26,9.613846153846154
2016-05-27,10.792307692307693
2016-05-28,12.42
2016-05-29,13.161538461538461
2016-05-30,15.713846153846154
2016-05-31,17.773846153846154
2016-06-01,18.75
2016-06-02,19.466666666666665
2016-06-03,19.17727272727273
2016-06-04,15.443939393939393
2016-06-05,13.05151515151515
2016-06-06,13.510606060606062
2016-06-07,17.024242424242424
2016-06-08,13.332835820895522
2016-06-09,11.165151515151514
2016-06-10,9.833333333333334
2016-06-11,10.457575757575759
2016-06-12,12.184848484848485
2016-06-13,14.184848484848485
2016-06-14,14.745454545454546
2016-06-15,15.302985074626864
2016-06-16,14.855223880597014
2016-06-17,15.577611940298508
2016-06-18,14.798507462686567
2016-06-19,14.140298507462687
2016-06-20,14.153731343283582
2016-06-21,15.773134328358209
2016-06-22,16.546969696969697
2016-06-23,17.722388059701494
2016-06-24,18.58939393939394
2016-06-25,20.513432835820897
2016-06-26,18.143283582089552
2016-06-27,16.207462686567165
2016-06-28,16.301515151515154
2016-06-29,15.413636363636362
2016-06-30,15.422388059701492
2016-07-01,15.898507462686569
2016-07-02,16.17313432835821
2016-07-03,14.182089552238807
2016-07-04,14.31969696969697
